"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"63","1997","20","Telangana","Adilabad","5.6","0.0","6.27","33.37","6.44","74.78","268.3","223.5","174.82","58.96","45.25","44.87"
"63","1998","20","Telangana","Adilabad","2.87","7.39","19.85","9.63","8.53","96.27","310.82","294.77","250.55","89.31","41.43","0.0"
"63","1999","20","Telangana","Adilabad","0.05","9.97","0.38","2.46","33.69","102.15","221.84","247.62","243.17","74.42","0.0","0.0"
"63","2000","20","Telangana","Adilabad","0.0","12.39","0.6","4.9","19.45","250.9","311.99","403.09","89.11","12.27","0.5","1.03"
"63","2001","20","Telangana","Adilabad","7.53","0.0","37.04","23.9","12.65","256.17","163.8","311.16","106.18","94.01","4.57","0.18"
"63","2002","20","Telangana","Adilabad","10.96","2.45","8.22","9.19","19.11","254.69","118.39","315.41","119.82","43.95","1.35","0.0"
"63","2003","20","Telangana","Adilabad","0.42","8.85","26.4","12.82","1.06","140.62","389.31","245.62","134.36","61.15","0.77","12.22"
"63","2004","20","Telangana","Adilabad","13.22","0.96","11.84","18.73","17.28","105.21","338.6","169.76","186.86","36.52","7.99","0.0"
"63","2005","20","Telangana","Adilabad","11.49","5.15","21.89","15.9","8.17","137.31","454.57","198.58","346.18","108.11","0.41","0.0"
"63","2006","20","Telangana","Adilabad","0.0","0.0","62.07","26.41","38.42","123.1","412.17","336.35","312.95","25.36","24.03","0.0"
"63","2007","20","Telangana","Adilabad","0.0","1.28","2.41","17.42","4.67","191.52","289.41","313.52","274.85","14.67","9.43","1.35"
"63","2008","20","Telangana","Adilabad","0.76","20.3","30.79","8.24","6.39","126.2","275.23","407.06","278.87","29.28","12.91","0.09"
"63","2009","20","Telangana","Adilabad","0.0","0.0","7.56","6.54","22.61","123.17","292.87","316.11","150.2","52.02","32.42","6.81"
"63","2010","20","Telangana","Adilabad","7.43","2.06","16.4","7.42","6.84","169.48","520.16","410.27","325.21","46.37","41.04","20.28"
"63","2011","20","Telangana","Adilabad","0.0","11.17","3.33","40.3","9.0","104.28","296.97","300.3","213.05","14.83","2.02","0.15"
"63","2012","20","Telangana","Adilabad","5.68","0.68","0.14","10.59","5.24","153.99","439.71","252.66","314.93","33.92","16.34","0.0"
"63","2013","20","Telangana","Adilabad","3.45","9.1","4.83","33.93","2.92","353.8","430.29","232.89","180.67","133.94","4.25","0.08"
"63","2014","20","Telangana","Adilabad","0.49","8.48","46.47","14.56","14.5","77.68","390.58","196.94","216.81","16.1","12.37","1.52"
"63","2015","20","Telangana","Adilabad","4.51","1.88","46.88","60.17","10.81","308.87","118.33","276.69","256.43","19.1","1.11","0.25"
"520","1958","20","Telangana","Rangareddy","0.81","6.79","5.98","53.79","16.32","68.45","280.52","204.02","145.99","53.78","19.1","0.0"
"520","1959","20","Telangana","Rangareddy","0.0","0.05","0.0","14.96","22.36","146.91","249.95","214.51","171.97","48.17","4.15","0.6"
"520","1960","20","Telangana","Rangareddy","0.0","0.0","26.78","5.58","30.93","117.96","131.06","35.6","365.78","30.92","17.22","4.83"
"520","1961","20","Telangana","Rangareddy","1.1","3.04","3.26","16.24","34.64","124.57","299.97","124.84","94.83","151.81","5.25","0.11"
"520","1962","20","Telangana","Rangareddy","42.68","34.24","28.72","24.81","21.86","19.56","63.89","118.78","193.07","151.41","106.2","76.47"
"520","1963","20","Telangana","Rangareddy","0.0","0.58","6.96","48.52","17.76","142.22","147.11","238.28","119.13","97.61","0.0","0.29"
"520","1964","20","Telangana","Rangareddy","0.13","1.46","1.49","17.45","9.02","103.83","213.25","91.03","421.0","47.46","7.09","0.03"
"520","1965","20","Telangana","Rangareddy","0.34","0.03","2.27","7.12","9.79","90.61","335.21","82.5","244.87","0.11","0.4","3.98"
"520","1966","20","Telangana","Rangareddy","34.98","29.29","25.24","22.2","19.84","17.94","65.29","77.79","156.54","103.15","63.06","45.43"
"520","1967","20","Telangana","Rangareddy","1.13","0.02","23.47","8.91","3.98","111.83","360.19","104.92","211.37","15.24","0.16","10.58"
"520","1968","20","Telangana","Rangareddy","4.32","9.37","8.36","14.14","10.07","85.02","172.56","13.66","346.88","58.07","5.72","2.21"
"520","1969","20","Telangana","Rangareddy","1.25","0.0","3.18","16.81","43.6","76.73","206.12","104.95","264.06","32.44","33.7","10.16"
"520","1970","20","Telangana","Rangareddy","38.83","31.75","26.96","23.48","20.83","20.04","36.65","159.98","187.28","134.01","81.27","54.54"
"520","1971","20","Telangana","Rangareddy","41.26","33.44","28.21","24.44","21.59","19.35","17.54","26.33","62.41","49.11","37.39","30.62"
"520","1972","20","Telangana","Rangareddy","26.07","22.77","20.24","18.24","16.61","15.26","14.11","13.13","15.03","13.82","12.82","11.96"
"520","1973","20","Telangana","Rangareddy","11.22","10.57","9.99","9.48","9.03","8.61","9.9","107.31","97.43","106.56","68.22","46.52"
"520","1974","20","Telangana","Rangareddy","0.0","0.01","0.98","18.63","35.48","83.61","82.09","123.76","241.51","139.22","2.06","0.0"
"520","1975","20","Telangana","Rangareddy","5.08","9.58","24.37","9.3","20.75","68.33","198.03","159.51","396.84","176.58","15.53","0.0"
"520","1976","20","Telangana","Rangareddy","0.0","0.0","0.33","23.77","13.8","103.39","318.8","195.43","115.76","12.68","32.69","0.0"
"520","1977","20","Telangana","Rangareddy","0.0","0.04","8.16","22.07","32.87","103.78","162.73","142.25","49.28","75.54","37.46","1.76"
"520","1978","20","Telangana","Rangareddy","3.56","18.02","2.48","30.61","46.0","135.94","235.77","263.76","256.65","52.06","28.54","3.06"
"520","1979","20","Telangana","Rangareddy","3.56","15.36","1.27","11.75","70.9","98.99","103.72","72.99","340.11","19.85","38.89","0.83"
"520","1980","20","Telangana","Rangareddy","0.29","0.0","6.03","22.43","12.25","134.74","131.81","173.15","159.55","7.66","3.35","6.6"
"520","1981","20","Telangana","Rangareddy","4.14","0.0","26.22","22.84","18.18","157.63","168.35","151.43","358.9","75.7","6.66","0.32"
"520","1982","20","Telangana","Rangareddy","0.1","0.0","1.29","34.07","28.07","118.59","230.13","69.93","214.32","62.66","24.69","0.0"
"520","1983","20","Telangana","Rangareddy","0.0","0.15","1.62","3.56","22.45","84.07","201.76","258.26","330.32","110.89","4.74","13.67"
"520","1984","20","Telangana","Rangareddy","0.07","4.26","9.83","22.8","0.51","85.79","246.28","89.34","170.45","72.89","2.95","0.37"
"520","1985","20","Telangana","Rangareddy","2.34","0.0","15.34","6.1","4.58","111.96","178.81","66.23","53.3","75.68","0.98","7.96"
"520","1986","20","Telangana","Rangareddy","7.22","9.47","0.67","46.45","3.68","150.46","128.86","190.82","83.9","15.38","23.47","15.19"
"520","1987","20","Telangana","Rangareddy","2.72","0.63","27.08","21.78","19.02","78.27","165.19","159.13","107.25","91.6","28.87","6.61"
"520","1988","20","Telangana","Rangareddy","0.0","25.88","0.08","43.95","3.44","81.15","324.2","183.15","320.47","20.92","0.84","14.92"
"520","1989","20","Telangana","Rangareddy","0.0","0.0","26.47","5.11","7.28","123.24","423.6","136.99","205.78","59.34","2.69","3.41"
"520","1990","20","Telangana","Rangareddy","0.6","2.48","19.53","2.61","110.73","130.1","126.53","200.07","138.68","76.42","18.68","0.4"
"520","1991","20","Telangana","Rangareddy","1.74","0.23","0.19","18.47","13.16","190.5","148.24","171.9","218.99","34.77","18.84","0.75"
"520","1992","20","Telangana","Rangareddy","0.08","0.0","0.0","7.59","30.29","100.75","99.6","226.46","181.27","36.48","24.01","0.01"
"520","1993","20","Telangana","Rangareddy","0.0","0.31","2.58","9.17","12.04","86.52","198.84","144.33","164.19","86.75","0.5","6.21"
"520","1994","20","Telangana","Rangareddy","6.32","5.1","0.0","36.29","4.92","103.4","181.68","168.55","91.53","178.94","26.24","0.02"
"520","1995","20","Telangana","Rangareddy","6.05","0.0","25.29","10.6","51.92","125.3","250.42","152.43","227.46","210.27","17.84","0.0"
"520","1996","20","Telangana","Rangareddy","0.08","0.5","0.58","53.07","6.43","92.22","215.87","265.44","200.77","89.19","40.05","0.85"
"520","1997","20","Telangana","Rangareddy","2.27","0.0","6.03","56.54","11.26","41.09","201.29","155.31","132.53","67.96","29.36","19.94"
"520","1998","20","Telangana","Rangareddy","0.4","0.36","1.0","8.2","11.96","53.69","238.74","223.23","207.5","157.54","10.69","0.1"
"520","1999","20","Telangana","Rangareddy","0.0","1.79","0.0","8.22","54.93","50.74","171.28","104.34","168.04","37.81","0.17","0.02"
"520","2000","20","Telangana","Rangareddy","0.0","13.78","0.54","13.05","39.7","204.89","155.2","378.48","99.39","19.79","1.69","1.08"
"520","2001","20","Telangana","Rangareddy","3.82","0.0","24.08","15.77","2.98","198.2","58.21","202.49","126.71","98.97","2.85","0.11"
"520","2002","20","Telangana","Rangareddy","4.19","0.23","6.18","3.44","40.49","157.54","70.69","177.82","65.65","73.51","2.16","0.0"
"520","2003","20","Telangana","Rangareddy","0.1","5.5","6.3","25.21","0.87","71.32","269.25","123.31","87.41","112.91","0.15","0.75"
"520","2004","20","Telangana","Rangareddy","2.62","0.49","11.97","51.24","23.74","44.96","228.78","78.17","167.51","52.57","1.74","0.0"
"520","2005","20","Telangana","Rangareddy","1.89","4.47","8.47","26.59","15.3","94.5","384.91","111.83","333.27","153.24","0.64","0.04"
"520","2006","20","Telangana","Rangareddy","0.0","0.0","19.93","62.38","65.79","92.86","220.95","203.98","275.76","32.85","39.95","0.0"
"520","2007","20","Telangana","Rangareddy","0.0","0.25","0.08","24.7","7.47","128.76","132.32","213.37","343.67","17.6","16.51","0.17"
"520","2008","20","Telangana","Rangareddy","0.02","31.79","18.44","14.33","12.27","51.66","123.48","377.65","260.99","35.17","34.84","0.31"
"520","2009","20","Telangana","Rangareddy","0.0","0.0","1.74","20.3","20.75","75.49","90.59","284.76","200.84","54.45","26.3","4.22"
"520","2010","20","Telangana","Rangareddy","2.43","1.34","1.02","9.02","15.5","146.08","362.55","197.07","345.11","54.73","39.43","16.67"
"520","2011","20","Telangana","Rangareddy","0.0","12.79","0.93","17.24","5.58","49.17","211.79","198.39","128.1","51.81","6.01","0.09"
"520","2012","20","Telangana","Rangareddy","1.02","0.0","0.0","18.72","6.49","122.88","246.3","133.42","179.93","59.62","28.93","0.04"
"520","2013","20","Telangana","Rangareddy","0.18","9.44","0.47","70.42","8.18","196.85","228.18","111.62","217.5","162.13","10.79","0.05"
"520","2014","20","Telangana","Rangareddy","0.0","1.23","19.93","14.43","24.48","67.71","210.73","147.96","118.73","27.15","31.82","1.48"
"520","2015","20","Telangana","Rangareddy","0.29","0.17","11.52","93.92","8.92","172.85","51.46","72.5","189.39","46.14","3.78","0.18"
