"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"60","1969","20","Telangana","Warangal","2.51","0.0","1.9","8.52","77.26","150.83","284.38","145.1","265.13","68.69","54.14","42.74"
"60","1970","20","Telangana","Warangal","127.88","91.9","67.14","53.08","44.12","99.65","118.71","263.77","280.56","222.44","169.15","132.81"
"60","1971","20","Telangana","Warangal","101.16","77.69","58.88","47.7","40.33","36.25","33.63","45.44","66.94","63.6","51.23","42.95"
"60","1972","20","Telangana","Warangal","36.94","32.41","28.93","26.15","23.88","21.99","29.05","26.59","24.8","22.78","20.93","19.3"
"60","1973","20","Telangana","Warangal","17.94","16.79","15.79","14.92","14.14","13.45","79.02","187.99","175.82","236.91","184.1","139.46"
"60","1974","20","Telangana","Warangal","0.0","0.25","0.96","20.28","37.15","106.06","138.03","138.12","177.27","162.61","13.7","0.0"
"60","1975","20","Telangana","Warangal","4.51","13.8","14.61","9.24","29.3","123.4","260.74","178.87","404.59","136.07","12.77","0.01"
"60","1976","20","Telangana","Warangal","0.02","0.0","0.42","13.55","18.25","84.66","479.39","202.37","100.24","11.61","29.11","0.05"
"60","1977","20","Telangana","Warangal","0.0","0.02","1.8","16.95","61.86","93.05","222.32","154.02","72.05","52.34","50.75","10.44"
"60","1978","20","Telangana","Warangal","9.92","16.09","6.62","11.72","35.21","284.22","345.39","343.39","168.57","43.7","29.82","1.81"
"60","1979","20","Telangana","Warangal","9.92","13.16","0.22","31.44","53.56","108.5","116.27","97.37","272.98","23.19","37.48","4.28"
"60","1980","20","Telangana","Warangal","1.07","0.01","15.45","17.65","13.22","237.42","194.9","236.42","138.06","14.83","3.04","17.47"
"60","1981","20","Telangana","Warangal","7.02","0.0","42.09","16.33","27.35","186.39","267.44","206.59","266.29","75.1","5.14","5.83"
"60","1982","20","Telangana","Warangal","0.44","0.06","6.74","25.54","33.77","126.52","322.32","170.93","178.71","87.3","20.23","0.0"
"60","1983","20","Telangana","Warangal","0.0","2.04","3.07","5.91","36.61","135.39","263.8","336.36","304.75","159.16","3.94","20.88"
"60","1984","20","Telangana","Warangal","2.74","2.55","5.45","18.83","6.77","96.35","266.95","87.21","177.52","82.79","2.5","0.63"
"60","1985","20","Telangana","Warangal","10.86","0.1","10.99","4.74","9.46","154.78","227.67","143.88","89.0","111.61","1.06","23.21"
"60","1986","20","Telangana","Warangal","15.45","14.89","0.37","37.1","11.9","160.68","186.05","277.69","78.1","17.87","31.94","24.14"
"60","1987","20","Telangana","Warangal","3.72","0.39","36.68","46.08","19.32","91.21","194.39","212.6","88.62","98.68","38.71","13.52"
"60","1988","20","Telangana","Warangal","0.0","19.16","0.53","34.71","13.14","98.05","459.19","235.66","288.85","26.18","4.06","29.13"
"60","1989","20","Telangana","Warangal","0.0","0.0","33.95","1.22","22.98","150.19","519.46","202.82","194.06","49.58","3.51","6.57"
"60","1990","20","Telangana","Warangal","0.91","15.77","38.15","2.03","135.9","173.5","180.92","261.74","160.94","109.1","18.25","6.0"
"60","1991","20","Telangana","Warangal","8.04","0.33","1.28","11.81","20.47","243.41","201.48","192.56","239.78","54.24","33.71","2.73"
"60","1992","20","Telangana","Warangal","0.84","0.04","0.0","4.5","25.98","104.92","168.57","254.52","188.61","51.66","30.9","0.0"
"60","1993","20","Telangana","Warangal","0.12","0.71","4.37","9.82","22.9","98.99","234.51","146.82","177.04","107.95","0.68","5.81"
"60","1994","20","Telangana","Warangal","10.03","7.6","0.0","24.32","15.22","110.11","346.19","193.85","119.84","177.46","34.04","0.15"
"60","1995","20","Telangana","Warangal","13.68","0.01","27.89","9.2","73.31","138.31","335.74","182.22","228.4","202.16","14.55","0.0"
"60","1996","20","Telangana","Warangal","0.69","1.75","1.74","39.52","5.07","175.02","275.89","261.55","169.84","107.82","32.28","5.6"
"60","1997","20","Telangana","Warangal","4.54","0.0","9.29","43.62","11.99","48.86","255.53","163.7","220.92","63.74","43.42","42.79"
"60","1998","20","Telangana","Warangal","2.95","5.11","3.57","15.91","16.23","83.21","290.05","226.53","209.94","166.06","31.61","0.0"
"60","1999","20","Telangana","Warangal","0.0","2.04","0.11","5.48","54.77","91.48","200.05","167.43","149.15","60.41","0.1","0.0"
"60","2000","20","Telangana","Warangal","0.0","21.75","0.4","10.5","39.65","286.11","224.5","400.25","99.95","23.3","1.35","1.36"
"60","2001","20","Telangana","Warangal","5.5","0.0","21.11","19.94","16.58","215.66","123.46","262.01","125.97","111.57","12.7","0.74"
"60","2002","20","Telangana","Warangal","10.03","0.45","5.33","11.86","46.42","174.76","109.39","232.62","65.09","74.96","3.23","0.0"
"60","2003","20","Telangana","Warangal","0.93","6.64","11.75","15.58","2.45","86.76","348.56","163.77","114.61","138.33","0.33","16.64"
"60","2004","20","Telangana","Warangal","9.69","1.25","9.39","32.08","28.12","92.94","284.6","109.92","147.66","68.92","3.07","0.0"
"60","2005","20","Telangana","Warangal","5.17","5.3","8.67","16.82","25.06","101.11","404.74","126.55","329.98","180.47","2.13","0.15"
"60","2006","20","Telangana","Warangal","0.0","0.0","24.15","55.98","68.27","120.94","293.75","204.71","248.92","78.31","50.03","0.0"
"60","2007","20","Telangana","Warangal","0.0","1.81","0.28","15.61","10.26","192.11","206.17","237.66","260.39","41.44","13.26","1.95"
"60","2008","20","Telangana","Warangal","0.64","29.61","15.18","9.48","13.08","100.23","221.84","375.36","233.67","32.62","31.71","0.0"
"60","2009","20","Telangana","Warangal","0.0","0.0","2.36","11.79","46.47","96.97","169.46","283.39","153.95","51.49","27.69","6.29"
"60","2010","20","Telangana","Warangal","5.15","1.58","3.35","27.13","36.14","161.7","449.4","257.76","371.13","93.64","50.39","33.82"
"60","2011","20","Telangana","Warangal","0.0","16.61","0.84","25.75","22.93","72.8","275.84","209.69","131.39","35.62","4.97","0.43"
"60","2012","20","Telangana","Warangal","7.2","0.15","0.09","18.84","19.57","148.75","329.68","195.92","223.16","70.31","30.09","0.0"
"60","2013","20","Telangana","Warangal","0.53","13.06","0.57","59.53","13.18","260.59","296.88","137.17","162.58","193.11","11.7","0.0"
"60","2014","20","Telangana","Warangal","0.07","1.92","20.32","13.8","31.51","77.45","291.95","180.21","188.95","39.19","24.36","1.78"
"60","2015","20","Telangana","Warangal","0.66","0.65","14.92","68.84","15.3","273.85","87.67","151.15","231.08","42.56","6.27","0.99"
"61","1958","20","Telangana","Khammam","2.9","1.76","2.62","50.6","19.58","101.74","506.45","269.69","163.98","135.37","25.09","0.0"
"61","1959","20","Telangana","Khammam","0.2","7.61","0.0","72.17","30.36","199.74","516.33","354.6","184.38","110.15","1.36","0.82"
"61","1960","20","Telangana","Khammam","0.23","0.0","19.69","2.3","19.71","194.2","309.83","115.47","292.96","59.03","7.33","10.24"
"61","1961","20","Telangana","Khammam","2.17","10.41","2.4","2.83","20.34","227.41","387.23","281.63","229.71","167.0","14.21","0.61"
"61","1962","20","Telangana","Khammam","179.28","137.68","92.96","73.44","58.54","50.37","276.22","323.52","333.35","327.11","280.52","241.32"
"61","1963","20","Telangana","Khammam","0.0","0.0","4.56","91.52","18.38","189.45","265.99","337.2","118.68","160.87","0.01","0.0"
"61","1964","20","Telangana","Khammam","0.01","0.98","0.8","10.73","7.28","139.92","239.77","245.52","451.24","54.25","10.45","0.14"
"61","1965","20","Telangana","Khammam","0.8","0.82","4.64","49.68","23.9","108.65","377.71","208.99","227.52","12.47","1.84","0.42"
"61","1966","20","Telangana","Khammam","111.19","81.42","63.27","52.13","44.5","38.89","294.92","319.76","329.07","272.12","222.05","179.0"
"61","1967","20","Telangana","Khammam","3.37","0.0","51.84","51.72","3.38","139.8","444.74","175.69","206.65","19.79","0.24","28.86"
"61","1968","20","Telangana","Khammam","3.47","5.94","6.25","31.05","15.73","70.62","269.3","49.57","244.55","82.33","21.83","8.48"
"61","1969","20","Telangana","Khammam","0.78","0.0","1.24","3.48","134.94","152.01","358.48","173.6","202.56","156.24","44.01","47.98"
"61","1970","20","Telangana","Khammam","189.84","138.65","95.76","71.94","57.75","111.66","198.94","319.59","323.25","298.37","239.34","194.05"
"61","1971","20","Telangana","Khammam","148.28","110.84","79.69","65.83","53.92","49.9","59.24","112.65","167.92","160.7","125.03","98.04"
"61","1972","20","Telangana","Khammam","76.56","60.33","49.46","42.24","37.0","34.64","83.38","80.6","85.45","109.12","91.67","71.88"
"61","1973","20","Telangana","Khammam","55.93","45.17","38.38","33.62","30.04","27.22","118.82","224.61","221.9","260.28","210.57","166.8"
"61","1974","20","Telangana","Khammam","0.0","1.89","0.82","19.64","32.21","129.47","194.6","180.07","227.41","180.34","15.33","0.02"
"61","1975","20","Telangana","Khammam","0.53","3.75","3.26","5.35","33.34","203.51","325.86","230.75","343.74","157.09","10.69","0.41"
"61","1976","20","Telangana","Khammam","0.01","0.0","0.4","9.95","20.19","77.05","523.74","284.36","100.64","32.38","59.27","0.33"
"61","1977","20","Telangana","Khammam","0.1","0.0","2.36","49.1","58.84","121.26","260.93","255.8","69.5","67.92","60.59","9.86"
"61","1978","20","Telangana","Khammam","4.7","8.33","8.26","15.85","27.47","296.88","398.7","456.02","222.17","49.52","19.42","4.09"
"61","1979","20","Telangana","Khammam","4.7","8.09","0.29","38.14","81.14","110.11","144.23","105.97","287.25","34.17","39.21","8.04"
"61","1980","20","Telangana","Khammam","0.75","0.0","9.42","15.01","24.64","277.29","292.56","285.49","142.9","52.04","10.24","12.24"
"61","1981","20","Telangana","Khammam","6.91","0.0","33.41","24.7","37.85","163.74","387.74","205.98","226.67","103.12","8.13","5.02"
"61","1982","20","Telangana","Khammam","0.18","0.11","4.11","35.86","37.66","123.08","340.9","239.89","150.31","90.01","16.4","0.0"
"61","1983","20","Telangana","Khammam","0.01","3.62","4.33","6.72","32.68","164.04","315.39","383.62","299.8","155.8","5.54","16.39"
"61","1984","20","Telangana","Khammam","2.79","4.24","5.62","23.08","21.31","95.02","299.38","96.77","159.66","88.39","4.54","0.77"
"61","1985","20","Telangana","Khammam","9.89","0.02","4.94","2.68","15.58","160.17","250.35","236.6","117.02","159.64","2.29","24.59"
"61","1986","20","Telangana","Khammam","10.92","14.2","0.55","49.87","22.73","145.45","220.43","392.29","79.39","27.63","37.32","12.63"
"61","1987","20","Telangana","Khammam","1.1","0.06","37.57","104.73","20.18","80.96","208.79","272.69","99.64","121.01","33.05","13.92"
"61","1988","20","Telangana","Khammam","0.0","7.48","0.45","41.11","21.93","96.22","610.62","314.49","303.13","30.5","3.82","24.18"
"61","1989","20","Telangana","Khammam","0.0","0.0","31.79","1.95","42.67","157.66","639.07","282.75","213.15","47.73","4.63","3.24"
"61","1990","20","Telangana","Khammam","0.37","23.76","46.6","3.92","175.69","171.21","218.26","331.89","191.89","139.51","16.8","6.67"
"61","1991","20","Telangana","Khammam","7.62","0.06","1.66","10.4","32.48","281.08","235.91","226.38","304.38","88.43","46.38","3.19"
"61","1992","20","Telangana","Khammam","0.8","0.06","0.0","4.25","24.6","99.26","233.67","296.94","229.07","80.93","40.8","0.01"
"61","1993","20","Telangana","Khammam","0.14","0.18","3.03","15.53","34.92","91.01","250.28","159.51","179.09","140.51","1.26","4.76"
"61","1994","20","Telangana","Khammam","4.99","6.86","0.0","20.63","23.26","99.56","515.13","218.18","124.85","198.05","45.18","0.23"
"61","1995","20","Telangana","Khammam","8.7","0.0","17.86","11.7","125.95","130.47","401.89","228.54","249.15","232.52","9.81","0.0"
"61","1996","20","Telangana","Khammam","0.42","2.15","1.52","42.68","6.62","285.87","342.34","267.53","169.21","154.98","17.2","8.69"
"61","1997","20","Telangana","Khammam","3.0","0.0","12.3","50.49","12.64","58.37","323.44","194.64","329.35","59.15","41.95","33.8"
"61","1998","20","Telangana","Khammam","3.39","6.41","2.86","35.05","19.48","105.99","345.01","249.7","235.46","193.9","33.72","0.03"
"61","1999","20","Telangana","Khammam","0.0","0.41","0.12","6.59","55.75","123.05","239.09","218.99","121.45","79.4","0.17","0.01"
"61","2000","20","Telangana","Khammam","0.0","21.42","0.19","15.03","46.98","341.83","290.89","471.13","132.39","36.92","1.42","0.67"
"61","2001","20","Telangana","Khammam","1.72","0.0","10.11","28.39","25.26","180.44","183.19","342.84","148.46","124.93","21.2","1.16"
"61","2002","20","Telangana","Khammam","6.37","0.15","2.99","27.41","64.14","148.64","143.97","304.78","57.16","99.99","5.2","0.0"
"61","2003","20","Telangana","Khammam","1.17","4.57","12.36","12.13","5.42","85.55","397.92","197.9","145.37","180.2","0.26","23.56"
"61","2004","20","Telangana","Khammam","6.23","1.33","4.34","25.9","41.64","135.25","312.81","156.15","185.01","97.66","2.23","0.0"
"61","2005","20","Telangana","Khammam","2.58","3.8","5.85","14.92","42.27","89.64","404.23","150.35","381.87","227.2","4.72","0.26"
"61","2006","20","Telangana","Khammam","0.0","0.0","19.9","83.04","83.36","149.49","337.44","204.95","233.21","188.83","53.67","0.0"
"61","2007","20","Telangana","Khammam","0.0","2.62","0.14","12.97","13.94","253.2","298.02","277.14","230.0","81.23","7.92","2.35"
"61","2008","20","Telangana","Khammam","0.59","21.05","9.14","8.64","13.93","135.26","327.09","406.26","234.76","30.48","27.38","0.0"
"61","2009","20","Telangana","Khammam","0.0","0.0","2.22","8.7","87.42","109.19","230.24","300.16","146.94","44.67","22.48","3.15"
"61","2010","20","Telangana","Khammam","3.03","0.97","3.19","76.84","78.2","157.16","520.7","319.97","469.11","168.2","48.61","29.3"
"61","2011","20","Telangana","Khammam","0.0","17.39","0.32","49.39","43.01","91.95","359.12","219.87","123.99","35.02","3.94","0.77"
"61","2012","20","Telangana","Khammam","8.51","0.05","0.14","28.2","40.74","153.44","368.99","276.99","252.38","107.55","26.48","0.02"
"61","2013","20","Telangana","Khammam","0.06","14.77","0.33","82.77","24.89","256.38","347.23","157.79","147.97","230.49","13.06","0.01"
"61","2014","20","Telangana","Khammam","0.0","0.68","12.86","16.01","46.1","73.53","372.13","247.87","245.79","68.31","13.35","1.26"
"61","2015","20","Telangana","Khammam","0.04","0.55","11.6","68.33","19.99","337.28","127.29","234.0","257.78","53.74","13.72","1.63"
"62","1958","20","Telangana","Karimnagar","3.64","11.5","7.64","42.05","10.76","71.04","376.87","266.98","109.72","40.37","15.42","0.0"
"62","1959","20","Telangana","Karimnagar","0.13","2.95","0.01","11.04","15.93","214.17","397.2","283.82","205.95","40.63","5.2","1.47"
"62","1960","20","Telangana","Karimnagar","0.27","0.0","40.63","3.76","14.88","150.5","193.24","88.72","259.2","51.66","9.99","7.08"
"62","1961","20","Telangana","Karimnagar","2.0","1.78","2.4","10.73","21.15","139.99","327.96","191.33","178.63","136.85","10.94","0.03"
"62","1962","20","Telangana","Karimnagar","112.63","85.74","63.29","50.81","41.47","35.38","148.71","245.19","268.69","219.75","183.71","170.21"
"62","1963","20","Telangana","Karimnagar","0.0","0.16","5.87","41.75","12.63","187.99","220.88","299.86","132.23","91.12","0.0","0.0"
"62","1964","20","Telangana","Karimnagar","0.56","0.54","2.24","6.5","3.02","100.16","203.1","190.01","358.95","37.72","7.11","0.0"
"62","1965","20","Telangana","Karimnagar","3.66","0.16","3.99","12.4","5.45","110.9","405.42","139.64","304.05","0.62","0.0","0.12"
"62","1966","20","Telangana","Karimnagar","76.91","59.92","46.83","38.9","33.46","29.43","176.72","233.04","267.76","205.07","151.44","130.69"
"62","1967","20","Telangana","Karimnagar","3.01","0.06","61.84","7.38","0.59","161.53","379.63","158.7","148.81","4.74","0.11","63.02"
"62","1968","20","Telangana","Karimnagar","16.42","18.68","21.9","15.53","4.51","92.03","194.53","41.9","290.66","43.45","11.37","1.03"
"62","1969","20","Telangana","Karimnagar","5.19","0.0","1.65","12.02","32.45","144.72","280.32","141.26","320.16","27.36","47.12","26.47"
"62","1970","20","Telangana","Karimnagar","104.66","77.98","58.81","46.67","38.92","95.38","111.12","262.0","268.14","200.47","149.3","113.18"
"62","1971","20","Telangana","Karimnagar","84.81","66.66","51.69","42.01","35.67","32.32","30.36","52.47","58.65","54.06","44.94","38.21"
"62","1972","20","Telangana","Karimnagar","32.9","28.73","25.52","23.03","21.03","19.37","30.9","29.56","27.39","24.46","22.18","19.98"
"62","1973","20","Telangana","Karimnagar","18.21","16.78","15.6","14.59","13.73","12.98","100.89","242.57","230.78","265.33","205.02","153.92"
"62","1974","20","Telangana","Karimnagar","0.0","1.08","0.62","19.65","26.94","112.17","140.87","149.66","148.85","152.31","10.98","0.0"
"62","1975","20","Telangana","Karimnagar","15.36","24.1","24.86","10.04","18.27","123.38","267.04","166.09","424.77","109.39","7.67","0.0"
"62","1976","20","Telangana","Karimnagar","0.44","0.0","1.27","16.15","13.98","68.19","470.6","186.09","134.21","4.79","18.72","0.05"
"62","1977","20","Telangana","Karimnagar","0.0","0.05","3.7","14.28","45.98","98.1","246.56","180.06","94.88","33.92","46.28","7.41"
"62","1978","20","Telangana","Karimnagar","20.49","22.8","5.48","14.83","20.1","264.58","367.12","295.18","138.61","33.52","30.13","0.66"
"62","1979","20","Telangana","Karimnagar","20.49","26.89","0.17","22.23","41.15","123.14","136.38","123.28","284.6","16.93","34.41","5.56"
"62","1980","20","Telangana","Karimnagar","2.13","0.17","13.64","16.35","7.32","230.32","194.38","244.37","143.58","8.41","1.57","16.26"
"62","1981","20","Telangana","Karimnagar","10.65","0.01","39.14","8.77","16.8","206.04","237.86","244.5","310.79","36.36","1.65","3.61"
"62","1982","20","Telangana","Karimnagar","3.27","0.7","6.47","19.33","20.69","113.17","342.8","164.96","211.5","95.37","19.79","0.0"
"62","1983","20","Telangana","Karimnagar","0.0","2.21","4.43","4.35","28.06","139.54","292.1","368.86","373.09","138.07","4.04","22.55"
"62","1984","20","Telangana","Karimnagar","2.93","4.65","2.63","18.54","2.34","100.24","289.69","88.37","195.53","62.76","0.9","0.23"
"62","1985","20","Telangana","Karimnagar","17.28","0.31","13.1","8.35","5.62","167.15","256.17","136.77","86.43","84.96","0.5","18.37"
"62","1986","20","Telangana","Karimnagar","24.73","20.17","0.33","28.93","7.01","173.11","209.72","265.57","90.1","12.29","25.08","31.04"
"62","1987","20","Telangana","Karimnagar","10.21","1.39","31.66","23.05","15.79","106.57","203.28","221.75","85.38","79.97","41.43","11.71"
"62","1988","20","Telangana","Karimnagar","0.0","27.63","1.03","32.47","8.71","106.71","425.1","229.81","329.64","24.39","5.83","27.08"
"62","1989","20","Telangana","Karimnagar","0.0","0.0","37.47","0.95","11.78","148.09","471.71","198.6","194.2","39.43","2.27","10.54"
"62","1990","20","Telangana","Karimnagar","2.03","13.48","29.36","1.42","86.73","193.1","197.45","276.62","147.1","95.46","14.98","7.43"
"62","1991","20","Telangana","Karimnagar","11.16","1.11","1.24","14.29","10.31","218.64","224.39","199.43","195.76","33.86","24.15","1.95"
"62","1992","20","Telangana","Karimnagar","1.21","0.03","0.0","4.05","20.74","108.49","164.92","275.91","184.3","37.7","19.69","0.0"
"62","1993","20","Telangana","Karimnagar","0.14","2.37","10.59","8.06","13.55","112.62","263.39","162.11","209.94","92.37","0.32","5.73"
"62","1994","20","Telangana","Karimnagar","21.11","10.93","0.0","27.71","9.2","119.23","346.18","219.59","155.04","149.24","23.38","0.02"
"62","1995","20","Telangana","Karimnagar","27.41","0.03","38.47","8.93","36.09","137.94","352.95","181.5","247.76","152.48","12.62","0.0"
"62","1996","20","Telangana","Karimnagar","1.79","1.99","3.28","34.03","2.88","116.7","267.08","276.84","193.99","88.92","31.36","3.35"
"62","1997","20","Telangana","Karimnagar","8.53","0.0","6.72","39.08","8.54","51.63","243.59","172.55","182.78","61.72","44.53","47.82"
"62","1998","20","Telangana","Karimnagar","4.05","6.75","6.88","10.62","10.95","78.31","285.32","240.22","226.74","129.27","35.56","0.0"
"62","1999","20","Telangana","Karimnagar","0.04","6.16","0.16","4.25","41.17","83.42","197.16","176.37","195.3","61.27","0.04","0.0"
"62","2000","20","Telangana","Karimnagar","0.0","21.61","0.48","7.86","26.55","252.37","233.16","388.05","91.51","16.35","1.01","1.53"
"62","2001","20","Telangana","Karimnagar","13.16","0.0","26.88","19.89","11.9","229.38","120.55","257.26","119.22","100.48","7.78","0.44"
"62","2002","20","Telangana","Karimnagar","19.31","1.4","6.27","8.75","28.08","198.75","104.57","237.8","88.71","57.7","2.09","0.0"
"62","2003","20","Telangana","Karimnagar","0.98","9.66","13.47","15.12","1.25","98.71","350.31","177.1","117.17","99.3","0.51","14.11"
"62","2004","20","Telangana","Karimnagar","19.52","1.39","10.81","28.31","19.09","82.57","294.54","114.13","167.18","50.61","5.26","0.0"
"62","2005","20","Telangana","Karimnagar","14.11","7.06","11.72","16.8","13.15","110.89","420.7","139.59","336.13","141.93","0.94","0.02"
"62","2006","20","Telangana","Karimnagar","0.0","0.0","30.85","41.47","47.45","110.12","318.1","238.65","287.16","37.53","39.6","0.0"
"62","2007","20","Telangana","Karimnagar","0.0","1.7","0.78","16.68","6.33","169.54","207.65","248.91","286.69","23.52","13.07","1.7"
"62","2008","20","Telangana","Karimnagar","1.03","36.06","18.96","9.15","8.98","95.2","212.98","378.48","260.37","31.16","25.55","0.0"
"62","2009","20","Telangana","Karimnagar","0.0","0.0","3.32","10.38","26.1","97.87","190.67","289.49","162.38","52.18","31.01","7.71"
"62","2010","20","Telangana","Karimnagar","10.98","2.33","6.0","12.52","14.38","159.95","454.77","282.28","345.37","60.97","47.8","31.9"
"62","2011","20","Telangana","Karimnagar","0.0","17.91","1.45","26.34","11.92","74.28","262.91","230.48","167.85","27.16","4.11","0.24"
"62","2012","20","Telangana","Karimnagar","9.1","0.4","0.06","14.65","8.55","144.35","353.17","192.6","256.01","48.9","25.83","0.0"
"62","2013","20","Telangana","Karimnagar","2.74","13.7","1.43","46.82","5.93","279.86","322.42","156.48","180.9","160.72","8.6","0.0"
"62","2014","20","Telangana","Karimnagar","0.34","5.34","26.74","13.7","19.38","76.43","301.33","169.41","191.76","24.59","22.27","1.95"
"62","2015","20","Telangana","Karimnagar","3.56","1.31","21.58","65.73","11.21","257.98","86.8","163.74","243.98","30.92","2.63","0.55"
"63","1958","20","Telangana","Adilabad","1.98","5.69","13.54","35.23","9.57","92.7","440.18","407.93","130.15","38.41","14.0","0.0"
"63","1959","20","Telangana","Adilabad","1.01","4.45","0.22","14.05","9.24","243.79","457.12","352.76","324.32","47.29","3.47","0.68"
"63","1960","20","Telangana","Adilabad","2.48","0.0","61.77","5.6","10.2","187.53","290.8","133.99","217.43","55.28","4.67","3.01"
"63","1961","20","Telangana","Adilabad","0.48","0.73","5.58","12.85","21.18","153.06","398.95","308.26","226.24","111.42","3.19","0.34"
"63","1962","20","Telangana","Adilabad","117.74","88.3","64.22","50.38","41.59","35.58","203.96","272.99","273.26","210.29","173.41","162.01"
"63","1963","20","Telangana","Adilabad","0.01","2.72","12.56","33.77","12.07","223.57","264.32","428.63","135.49","81.93","0.0","0.0"
"63","1964","20","Telangana","Adilabad","0.28","0.64","6.34","2.62","0.57","120.04","260.63","314.08","327.73","30.31","4.59","0.0"
"63","1965","20","Telangana","Adilabad","3.58","1.7","3.15","18.21","2.43","151.61","417.05","191.28","313.47","0.77","0.0","0.88"
"63","1966","20","Telangana","Adilabad","82.48","62.87","48.99","40.58","34.8","30.55","256.52","273.26","273.26","200.21","150.04","130.44"
"63","1967","20","Telangana","Adilabad","1.5","0.6","99.22","7.62","1.15","182.65","400.51","204.86","124.74","5.46","1.0","67.04"
"63","1968","20","Telangana","Adilabad","13.21","20.92","63.42","22.1","2.11","114.91","246.53","95.53","276.06","22.85","10.87","0.57"
"63","1969","20","Telangana","Adilabad","2.17","0.0","1.27","11.76","15.67","144.29","362.9","181.27","359.41","13.13","27.03","9.89"
"63","1970","20","Telangana","Adilabad","97.91","72.87","55.19","44.6","37.67","156.67","207.42","273.26","273.26","202.7","153.11","118.46"
"63","1971","20","Telangana","Adilabad","89.68","68.68","52.95","43.12","36.61","45.29","45.91","130.6","133.2","121.8","91.78","71.85"
"63","1972","20","Telangana","Adilabad","57.65","47.08","38.77","33.21","29.2","26.3","63.58","84.82","70.37","55.94","47.18","39.66"
"63","1973","20","Telangana","Adilabad","33.85","29.34","26.01","23.43","21.37","19.67","210.36","273.26","271.31","273.26","210.46","160.53"
"63","1974","20","Telangana","Adilabad","0.0","1.8","1.59","13.77","18.61","126.97","186.38","208.81","104.1","157.69","10.15","0.0"
"63","1975","20","Telangana","Adilabad","8.69","20.98","33.77","5.77","14.81","182.14","347.18","229.0","412.27","77.81","1.36","0.0"
"63","1976","20","Telangana","Adilabad","0.86","0.0","4.92","16.75","10.75","72.77","508.64","238.86","171.82","1.68","20.41","0.01"
"63","1977","20","Telangana","Adilabad","0.0","1.36","8.26","15.0","31.81","123.76","311.34","304.76","111.06","27.42","42.98","2.96"
"63","1978","20","Telangana","Adilabad","13.74","18.78","15.44","21.8","9.06","262.25","461.81","323.62","107.42","27.65","22.59","6.05"
"63","1979","20","Telangana","Adilabad","13.74","30.39","0.74","13.11","34.84","181.52","196.23","222.1","248.76","10.4","26.1","10.39"
"63","1980","20","Telangana","Adilabad","2.1","0.9","13.88","13.24","4.12","272.81","252.49","350.9","140.93","5.06","0.85","18.36"
"63","1981","20","Telangana","Adilabad","8.36","0.27","47.28","5.71","14.1","219.58","302.34","339.33","381.37","21.12","1.39","5.29"
"63","1982","20","Telangana","Adilabad","7.3","2.38","6.28","17.76","17.15","119.41","396.42","190.22","224.43","84.81","11.96","0.0"
"63","1983","20","Telangana","Adilabad","0.05","1.96","9.47","3.04","15.69","176.08","370.55","457.77","391.99","105.8","2.76","17.67"
"63","1984","20","Telangana","Adilabad","3.49","6.94","0.74","19.57","1.75","103.21","334.88","122.87","157.71","52.31","0.1","0.04"
"63","1985","20","Telangana","Adilabad","11.82","0.49","14.21","14.24","4.99","212.93","340.59","205.19","93.06","69.97","0.3","11.06"
"63","1986","20","Telangana","Adilabad","11.58","19.54","0.62","19.31","6.96","203.23","294.37","328.56","98.67","8.91","16.08","28.07"
"63","1987","20","Telangana","Adilabad","7.6","2.58","36.9","11.58","14.84","142.73","233.52","308.44","76.64","64.43","38.75","8.85"
"63","1988","20","Telangana","Adilabad","0.0","16.52","3.01","31.16","8.31","136.22","469.14","291.69","381.3","24.2","7.99","16.92"
"63","1989","20","Telangana","Adilabad","0.0","0.0","63.76","0.75","9.13","169.34","443.15","255.4","184.34","23.29","1.03","13.48"
"63","1990","20","Telangana","Adilabad","1.03","9.1","33.97","1.02","64.34","259.0","266.69","372.5","127.91","90.12","8.14","9.44"
"63","1991","20","Telangana","Adilabad","6.35","1.86","1.96","17.68","5.33","222.14","304.43","247.91","133.99","19.61","15.65","1.1"
"63","1992","20","Telangana","Adilabad","0.75","0.02","0.0","2.97","17.25","118.62","203.58","367.81","188.75","32.32","9.16","0.0"
"63","1993","20","Telangana","Adilabad","0.06","4.01","35.93","6.48","10.26","147.53","344.78","210.05","249.06","85.76","0.12","4.67"
"63","1994","20","Telangana","Adilabad","11.62","11.28","0.0","31.48","7.3","146.27","489.93","315.17","214.61","120.36","12.38","0.0"
"63","1995","20","Telangana","Adilabad","18.05","0.11","74.2","9.5","19.45","145.57","448.21","220.21","272.92","93.64","6.33","0.0"
"63","1996","20","Telangana","Adilabad","1.92","1.84","9.16","23.71","1.4","90.84","302.93","315.76","215.03","82.83","20.19","1.75"
